Timestamp,"1. Do you have a social media account? (e.g., Facebook, Twitter, etc.)",2. Which social media account do you use usually?,3. Which device do you usually use to connect social media?,4. Which type of internet connection do you use?,5. How long have you been using a social media account?,6. How frequently do you post (upload status or add photos/videos) on social media? ,7. How much time do you spend daily in social media?,8. When do you usually use social media?,9. How many friends do you have on social media?,10. How many friends do you know personally in social media? ,11. How many groups you are tagged in social media?,12. What is your main purpose for using social media (e.g. Facebook)?,13. What contents do you mainly look for in your social media news feed?,14.Do you believe social media is a good thing?,"15. When you see something in social media, do you instantly believe it?",16. Have you ever experienced peer pressure due to social media?,"17. Does your emotion get influenced by other's posts (success, failure, loss)? ",18. Have you ever compared yourself with other’s success or luxurious life?,"19. Do you think, your mental wellbeing would be better if you do not use social media?","20. If answer is yes, are you trying to control that thing and trying to reduce the use of social media?",21. Please write your age in years (number).,22. Gender,23. Marital Status,24. Religion,25. Education,26. Profession,27. Monthly income,28. Area of residence,29. Living with-,30. Body weight (Kg),31. Height (m),32. Smoking habit,"1. In the past 30 days, do you feel lack of companionship?","2. In the past 30 days, there is no one I can turn to","3. In the past 30 days, I feel left out.","4. In the last 30 days, I feel isolated from others.","5. In the last 30 days, I am unhappy being so withdrawn.","6. In the last 30 days, people are around me but not with me.","7. In the last 30 days, I am an outgoing person.","8. In the last 30 days, I can find companionship when I want it.","1 In the last 30 days, little interest or pleasure in doing things.","2. In the last 30 days, feeling down, depressed or hopeless.","3. In the last 30 days, trouble falling or staying asleep, sleeping too much","4. In the last 30 days, Feeling tired or having little energy.","5. In the last 30 days, poor appetite or over-eating.","6. In the last 30 days, feeling bad about yourself-or that you are a failure or have let yourself or your family down.","7. In the last 30 days, trouble concentrating on things, such as reading the newspaper or watching television.","8. In the last 30 days, moving or speaking so slowly or the opposite-moving around a lot more than usual.","9. In the last 30 days, thoughts that you would be better off dead, or of hurting yourself.","1. In the last 30 days, I am feeling nervous, anxious, or on edge","2. In the last 30 days, I an not being able to stop or control worrying","3. In the last 30 days, I am worrying too much about different things.","4. In the last 30 days, I felt trouble in relaxing.","5. In the last 30 days, I am being so restless that it's hard to sit still","6. In the last 30 days, I becoming easily annoyed or irritable.","7. In the last 30 days, I am feeling afraid as if something awful might happen.",1. When I am usually gone to bed?,2. How long (in minutes) has it taken you to fall asleep each night?,3. When have you usually gotten up in the morning?,4. How many hours of actual sleep do you get at night?,5.  How many hours were you in bed?,"6. In last 30 days, How many times, I cannot get to sleep within 30 minutes?","7. In last 30 days, How many times, I wake up in the middle of the night or early morning?","8. In last 30 days, How many times, I had to get up to use the bathroom?","9. In last 30 days, How many times, I cannot breathe comfortably?","10. In last 30 days, How many times, I cough or snore loudly?","11. In last 30 days, How many times, I feel too cold?","12. In last 30 days, How many times, I feel too hot?","13. In last 30 days, How many times, I saw bad dreams?","14. In last 30 days, How many times, I have pain during sleep?","15. In last 30 days, How many times, I having trouble sleeping for any other reason?","16. In last 30 days, In last month, have you take medicines for sleep?","17. In last month, how many times you cannot sleep due to any program or other important case?","18. In last month, how many times you face problems to maintain program or other important case?","19. During the past month, how would you rate your sleep quality overall?"
,,Instagram,Mobile Phone,Broadband (Wi-Fi),More than 10 years,More than 5 per day,,Frequently at anytime,500-2000,Most of them,More than 20,To stay connected with people,To stay connected with people,Yes,No,Yes,Sometimes,,No,Trying to reduce the use,26.0,Female,Married,Muslim,Graduate Level,Unemployed including students,No income,Urban Area,,68.0,1.5494,Non-smoker,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Several days,Nearly everyday,Half of days,Half of days,,Half of days,Half of days,,Half days,Several days,Several days,Several days,Several days,Several days,Several days,2.01 AM to 5.00 AM,,After 9.00 AM,7-8 hours,8-10 hours,,Less then once a week,Less then once a week,Once or twice a week,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Less then once a week,Three or more in week,Not during last month,Less then once a week,Farely good
2021-02-20 02:54:00.814,,Facebook,Mobile Phone,Broadband (Wi-Fi),5-10 years,1-2 per day,1-3 hours,Night to late night,Less than 500,All of them,5-10,To stay connected with people,Updates of people,Yes,No,Yes,Sometimes,Never,No,Not trying,30.0,Female,Married,Muslim,Masters or above,Unemployed including students,No income,Urban Area,With family,68.0,1.5494,Non-smoker,Never,Never,Never,Never,Never,Never,Never,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,,Within 15 minutes,After 9.00 AM,4-6 hours,More than 10 hours,Three or more in week,Three or more in week,Not during last month,Not during last month,,Not during last month,Three or more in week,Not during last month,Not during last month,Not during last month,Not during last month,,Not during last month,Farely good
2021-02-20 00:06:49.045,,Facebook,Mobile Phone,Mobile data,More than 10 years,Less than 1 per day,1-3 hours,Night to late night,500-2000,Many of them,More than 20,To stay connected with people,Updates of current affairs/news,Yes,No,Yes,Sometimes,Never,Yes,Trying to reduce the use,28.0,Male,Married,Muslim,Masters or above,Private job,"40,000-70,000 Tk",Urban Area,With family,75.0,1.6256,Non-smoker,Sometimes,Never,Never,Sometimes,Sometimes,,Often,Often,,Several days,Several days,Several days,Several days,Several days,Several days,Several days,,,Several days,Several days,Several days,Several days,Several days,Several days,10.01 PM to 12.00 AM,31-60,5.01 AM to 7.00 AM,,5-7 hours,Three or more in week,Three or more in week,Three or more in week,Not during last month,Not during last month,Once or twice a week,Not during last month,Not during last month,Less then once a week,Less then once a week,,Three or more in week,Once or twice a week,Farely bad
2021-02-28 21:47:37.246,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),More than 10 years,3-5 per day,More than 5 hours,Frequently at anytime,2000-4000,Many of them,10-20,To stay connected with people,Get pleasure from funny posts/ memes,Yes,No,Yes,Sometimes,Most of the times,Yes,Trying to reduce the use,25.0,Female,Unmarried,Muslim,,,No income,Urban Area,With family,75.0,1.6256,Non-smoker,Often,Sometimes,Often,Often,Often,Often,Often,,Several days,Several days,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Half of days,Several days,Nearly everyday,Nearly everyday,Nearly everyday,Half days,Half days,Half days,Half days,2.01 AM to 5.00 AM,More than 117,After 9.00 AM,4-6 hours,8-10 hours,Three or more in week,Three or more in week,Three or more in week,Once or twice a week,,,Once or twice a week,Less then once a week,Three or more in week,Three or more in week,Three or more in week,Once or twice a week,Less then once a week,Farely bad
2021-02-22 18:08:48.111,Yes,Facebook,Mobile Phone,Mobile data,Less than 2-year,Less than 1 per day,,Afternoon,Less than 500,Many of them,Less than 5,To stay connected with people,,No,Yes,No,Sometimes,Most of the times,Yes,Not trying,38.0,,Married,Muslim,Secondary Level,,"10,000-40,000 Tk",Rural Area,,75.0,1.6256,Non-smoker,Rarely,Sometimes,Sometimes,Sometimes,Rarely,Often,Often,Never,,Several days,Half of days,Half of days,,Several days,Not at all,Not at all,Not at all,Not at all,Half days,Half days,Several days,Not at all,,Several days,10.01 PM to 12.00 AM,Within 15 minutes,,7-8 hours,8-10 hours,Not during last month,Less then once a week,Less then once a week,Not during last month,,Not during last month,Not during last month,Less then once a week,Once or twice a week,Less then once a week,Not during last month,Not during last month,Not during last month,Farely good
2021-02-19 22:19:21.303,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),5-10 years,,1-3 hours,Frequently at anytime,Less than 500,Many of them,Less than 5,To stay connected with people,Updates of current affairs/news,Yes,No,Yes,Sometimes,Never,No,Trying to reduce the use,62.0,Male,Married,Muslim,Masters or above,Private job,"Above 70,000 Tk",Urban Area,With family,75.0,1.6256,Non-smoker,Often,Often,Never,Often,Often,Often,Rarely,Sometimes,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,10.01 PM to 12.00 AM,,After 9.00 AM,7-8 hours,8-10 hours,Not during last month,Less then once a week,Less then once a week,Not during last month,Three or more in week,Not during last month,,Less then once a week,Not during last month,Less then once a week,Not during last month,Less then once a week,Not during last month,Very good
,Yes,Facebook,Tablet,,5-10 years,Less than 1 per day,Less than 1 hour,Frequently at anytime,Less than 500,Few of them,Less than 5,To make new friends,Updates of current affairs/news,Yes,Yes,Yes,,Most of the times,Yes,Trying to stop the use,20.0,Male,Unmarried,Muslim,Primary level,Daily labor/driver/housemaid,"10,000-40,000 Tk",Rural Area,With family,66.0,1.524,Smoker,Often,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Rarely,Not at all,,Several days,Nearly everyday,Nearly everyday,Several days,Nearly everyday,Half of days,Nearly everyday,Several days,Half days,Nearly everyday,Half days,Half days,Several days,Several days,10.01 PM to 12.00 AM,Within 15 minutes,5.01 AM to 7.00 AM,4-6 hours,5-7 hours,Less then once a week,Less then once a week,Three or more in week,Less then once a week,Less then once a week,Once or twice a week,Once or twice a week,Less then once a week,Once or twice a week,Once or twice a week,Once or twice a week,,Once or twice a week,Farely good
2021-02-22 12:43:31.128,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),More than 10 years,Less than 1 per day,More than 5 hours,,500-2000,Most of them,More than 20,For time pass,Updates of people,Yes,,No,Sometimes,Most of the times,Yes,Not trying,26.0,Female,,,,Unemployed including students,No income,Urban Area,With family,66.0,1.524,Non-smoker,Often,Often,Often,,Often,Often,Sometimes,Never,Nearly everyday,Nearly everyday,Several days,Nearly everyday,Nearly everyday,Nearly everyday,,Nearly everyday,Several days,Several days,Several days,Several days,Several days,Several days,Several days,Several days,10.01 PM to 12.00 AM,Within 15 minutes,7.01 AM to 9.00 AM,Less than 4 hours,8-10 hours,Three or more in week,Three or more in week,Three or more in week,Three or more in week,Three or more in week,Not during last month,Once or twice a week,Three or more in week,Once or twice a week,Less then once a week,Three or more in week,Once or twice a week,Once or twice a week,Very bad
2021-02-20 18:47:49.947,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),5-10 years,Less than 1 per day,1-3 hours,Frequently at anytime,Less than 500,Most of them,Less than 5,To stay connected with people,Updates of current affairs/news,Yes,,No,Sometimes,Never,Yes,Trying to reduce the use,24.0,,Unmarried,Muslim,Graduate Level,Unemployed including students,"10,000-40,000 Tk",Urban Area,With family,,1.524,Non-smoker,Sometimes,Rarely,Never,Never,Never,Sometimes,Often,Rarely,Nearly everyday,Not at all,,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Half days,Several days,Not at all,Not at all,Not at all,12.01 AM to 2.00 AM,Within 15 minutes,After 9.00 AM,More than 8 hours,8-10 hours,Not during last month,,Once or twice a week,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Less then once a week,Not during last month,Not during last month,Not during last month,Farely bad
2021-02-14 18:48:32.251,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),,Less than 1 per day,,Frequently at anytime,Less than 500,All of them,Less than 5,To stay connected with people,Motivational/ informative contents,,No,,Sometimes,Never,No,Trying to reduce the use,25.0,Male,,Muslim,Graduate Level,Unemployed including students,No income,Urban Area,With family,80.0,1.6764,Non-smoker,Never,Never,Never,,Never,Sometimes,Often,Often,Several days,,Not at all,Not at all,Not at all,,Not at all,Not at all,Not at all,,,Not at all,Not at all,Not at all,Several days,Not at all,10.01 PM to 12.00 AM,Within 15 minutes,5.01 AM to 7.00 AM,4-6 hours,,Not during last month,Not during last month,Less then once a week,,Less then once a week,Less then once a week,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Less then once a week,Less then once a week,Very good
2021-02-27 19:45:54.570,Yes,WhatsApp,,Mobile data,2-5 years,Less than 1 per day,3-5 hours,Frequently at anytime,Less than 500,All of them,5-10,To stay connected with people,Motivational/ informative contents,,Yes,Yes,Always,Never,No,Not trying,21.0,Male,Unmarried,Muslim,Graduate Level,Unemployed including students,No income,Urban Area,With family,69.0,1.5494,Smoker,Rarely,Rarely,Rarely,Sometimes,Sometimes,,,Rarely,Nearly everyday,Not at all,Nearly everyday,Nearly everyday,Several days,Several days,Not at all,Nearly everyday,Several days,Not at all,Half days,Half days,Several days,Several days,Several days,Not at all,12.01 AM to 2.00 AM,31-60,,4-6 hours,5-7 hours,Less then once a week,Not during last month,Three or more in week,Not during last month,Less then once a week,Once or twice a week,Once or twice a week,Once or twice a week,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Very good
2021-02-20 00:25:09.989,Yes,Instagram,Mobile Phone,Broadband (Wi-Fi),5-10 years,Less than 1 per day,3-5 hours,Frequently at anytime,Less than 500,Many of them,,To stay connected with people,Updates of current affairs/news,No,No,No,Always,Most of the times,Yes,Not trying,21.0,Male,,Muslim,Graduate Level,Unemployed including students,,Urban Area,Without family,69.0,,Non-smoker,,Often,,Often,Often,Often,Often,Often,Half of days,Half of days,Not at all,Several days,Half of days,Half of days,Nearly everyday,Several days,,Several days,,Several days,Half days,Several days,Several days,Several days,10.01 PM to 12.00 AM,Within 15 minutes,7.01 AM to 9.00 AM,7-8 hours,8-10 hours,Less then once a week,Once or twice a week,Once or twice a week,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,,Less then once a week,Not during last month,Not during last month,Not during last month,Farely good
2021-02-20 21:38:21.187,Yes,Facebook,Mobile Phone,,5-10 years,More than 5 per day,,Night to late night,Less than 500,All of them,Less than 5,To stay connected with people,,No,No,Yes,Always,All the times,Yes,Not trying,27.0,Male,Unmarried,Muslim,Masters or above,Unemployed including students,,Urban Area,With family,,1.6256,Non-smoker,,Never,Sometimes,Sometimes,Often,Sometimes,Rarely,Sometimes,Several days,Several days,Not at all,Nearly everyday,Several days,Several days,Several days,,Several days,Several days,Several days,,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,2.01 AM to 5.00 AM,,7.01 AM to 9.00 AM,7-8 hours,5-7 hours,Less then once a week,Less then once a week,Once or twice a week,,Less then once a week,Less then once a week,Three or more in week,,,Not during last month,Less then once a week,Once or twice a week,,Farely bad
2021-02-25 23:39:55.591,Yes,Facebook,Mobile Phone,Mobile data,Less than 2-year,Less than 1 per day,Less than 1 hour,Evening,Less than 500,All of them,Less than 5,To stay connected with people,Updates of current affairs/news,Yes,Yes,No,Sometimes,Most of the times,Yes,,,Male,Unmarried,Muslim,Secondary Level,Self-employed/Entrepreneur/Business,"10,000-40,000 Tk",Rural Area,With family,67.0,1.524,,Rarely,,Rarely,Rarely,Rarely,Sometimes,,Often,Several days,Several days,Several days,Several days,Not at all,Several days,Not at all,Not at all,Not at all,,Several days,Several days,Several days,Not at all,Not at all,Not at all,10.01 PM to 12.00 AM,Within 15 minutes,5.01 AM to 7.00 AM,7-8 hours,5-7 hours,Not during last month,Less then once a week,Less then once a week,Not during last month,Once or twice a week,Not during last month,,Less then once a week,Not during last month,Less then once a week,Not during last month,,Not during last month,Farely good
2021-02-19 16:42:46.505,Yes,,Mobile Phone,Broadband (Wi-Fi),2-5 years,1-2 per day,1-3 hours,Frequently at anytime,500-2000,Few of them,Less than 5,To make new friends,Get pleasure from funny posts/ memes,No,Yes,No,Sometimes,Most of the times,,Trying to reduce the use,31.0,Female,Married,Muslim,Masters or above,Unemployed including students,No income,Urban Area,With family,67.0,1.524,Non-smoker,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Rarely,Rarely,Half of days,Several days,Several days,Several days,Half of days,Half of days,Not at all,,Half of days,Several days,Several days,Several days,Several days,,Half days,Nearly everyday,,Within 15 minutes,7.01 AM to 9.00 AM,4-6 hours,8-10 hours,Not during last month,,Three or more in week,Less then once a week,Once or twice a week,,Not during last month,Not during last month,Less then once a week,Once or twice a week,Not during last month,Not during last month,,Farely bad
2021-02-22 19:05:24.831,Yes,Facebook,Mobile Phone,,2-5 years,Less than 1 per day,Less than 1 hour,Frequently at anytime,Less than 500,,Less than 5,To stay connected with people,,No,Yes,No,Sometimes,Most of the times,Yes,Not trying,43.0,Female,Married,Muslim,Secondary Level,Unemployed including students,No income,Rural Area,With family,67.0,1.524,Non-smoker,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Never,Several days,Half of days,,Several days,Several days,,Not at all,Not at all,Not at all,Several days,Half days,Half days,Several days,Several days,Nearly everyday,Nearly everyday,12.01 AM to 2.00 AM,Within 15 minutes,7.01 AM to 9.00 AM,,,Not during last month,Less then once a week,Once or twice a week,Not during last month,Less then once a week,,,Not during last month,Not during last month,Less then once a week,Not during last month,Not during last month,Not during last month,Farely good
,Yes,Facebook,Mobile Phone,,More than 10 years,Less than 1 per day,1-3 hours,Frequently at anytime,500-2000,Few of them,More than 20,For time pass,,No,,Yes,,All the times,,Trying to reduce the use,26.0,Female,Married,Muslim,Masters or above,Self-employed/Entrepreneur/Business,"10,000-40,000 Tk",Urban Area,With family,74.0,1.6001999999999998,Smoker,Often,Sometimes,Sometimes,Often,Often,Often,Never,Often,Not at all,Nearly everyday,Not at all,Nearly everyday,,Nearly everyday,Nearly everyday,Half of days,Nearly everyday,,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,10.01 PM to 12.00 AM,Within 15 minutes,,7-8 hours,8-10 hours,Not during last month,,,Less then once a week,Once or twice a week,Less then once a week,Three or more in week,Once or twice a week,Not during last month,Not during last month,,Less then once a week,Once or twice a week,Very good
2021-02-21 01:25:46.431,Yes,,Mobile Phone,Broadband (Wi-Fi),,Less than 1 per day,More than 5 hours,Frequently at anytime,500-2000,Many of them,10-20,To stay connected with people,Motivational/ informative contents,No,No,Yes,,Most of the times,Yes,Trying to stop the use,26.0,Female,Married,Muslim,Graduate Level,Unemployed including students,No income,,With family,74.0,1.6001999999999998,Non-smoker,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Nearly everyday,Several days,,Several days,Not at all,Several days,,Half of days,Several days,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Several days,Nearly everyday,10.01 PM to 12.00 AM,More than 110,After 9.00 AM,More than 8 hours,More than 10 hours,Once or twice a week,Less then once a week,Not during last month,Not during last month,Not during last month,Less then once a week,Once or twice a week,Not during last month,Not during last month,Once or twice a week,Not during last month,Not during last month,Not during last month,Farely good
2021-02-18 08:06:13.900,Yes,Facebook,,Broadband (Wi-Fi),More than 10 years,,Less than 1 hour,Frequently at anytime,,Few of them,More than 20,For time pass,Get pleasure from funny posts/ memes,No,No,No,Not at all,Never,Yes,Trying to reduce the use,29.0,Female,,Muslim,Masters or above,Private job,"10,000-40,000 Tk",Urban Area,With family,72.0,1.5748,Smoker,Sometimes,Rarely,Rarely,Rarely,Never,Never,Rarely,Rarely,Half of days,Half of days,Several days,,Several days,Not at all,Nearly everyday,Not at all,,Half days,Not at all,Not at all,Half days,Half days,Not at all,Not at all,10.01 PM to 12.00 AM,More than 125,7.01 AM to 9.00 AM,7-8 hours,8-10 hours,Once or twice a week,Three or more in week,Three or more in week,Less then once a week,Three or more in week,Once or twice a week,Not during last month,Not during last month,,Not during last month,Not during last month,Not during last month,Not during last month,Farely good
,Yes,Facebook,Tablet,Broadband (Wi-Fi),2-5 years,,Less than 1 hour,Frequently at anytime,Less than 500,Few of them,5-10,For time pass,To stay connected with people,Yes,No,No,Not at all,All the times,Yes,Not trying,38.0,,Married,Muslim,Secondary Level,Housewife ,No income,Urban Area,,45.0,1.2446,Non-smoker,Rarely,Never,,Never,,Rarely,Never,Sometimes,Several days,Several days,Not at all,Several days,Several days,Not at all,Several days,Several days,Several days,Half days,,,Not at all,Half days,Nearly everyday,Several days,10.01 PM to 12.00 AM,More than 93,5.01 AM to 7.00 AM,4-6 hours,5-7 hours,Not during last month,,Less then once a week,Less then once a week,Less then once a week,Not during last month,,Once or twice a week,Once or twice a week,,Not during last month,Less then once a week,,Farely bad
2021-03-05 17:53:31.023,Yes,Facebook,,Broadband (Wi-Fi),2-5 years,Less than 1 per day,Less than 1 hour,Evening,,,Less than 5,For time pass,To stay connected with people,Yes,Yes,Yes,Sometimes,Most of the times,Yes,Trying to stop the use,21.0,Male,Unmarried,Hindu,Primary level,Daily labor/driver/housemaid,"10,000-40,000 Tk",,,77.0,1.6256,Smoker,Rarely,Rarely,Sometimes,,Often,Often,Rarely,Rarely,Not at all,Nearly everyday,Nearly everyday,,Nearly everyday,Nearly everyday,Nearly everyday,Nearly everyday,Several days,Several days,Several days,Several days,,Several days,Several days,Half days,12.01 AM to 2.00 AM,16-30,7.01 AM to 9.00 AM,Less than 4 hours,5-7 hours,Less then once a week,Once or twice a week,Three or more in week,Once or twice a week,Less then once a week,Not during last month,Less then once a week,Less then once a week,Less then once a week,Once or twice a week,Once or twice a week,Less then once a week,Once or twice a week,Very bad
2021-03-06 13:26:03.527,Yes,Snapchat,Mobile Phone,Mobile data,2-5 years,3-5 per day,1-3 hours,Afternoon,500-2000,Few of them,Less than 5,To make new friends,To stay connected with people,Yes,Yes,Yes,Sometimes,Most of the times,Yes,Trying to stop the use,18.0,Female,Unmarried,Muslim,,Unemployed including students,No income,Rural Area,With family,77.0,1.6256,Non-smoker,Often,Often,Often,,Often,Rarely,,,Not at all,Half of days,Nearly everyday,Nearly everyday,Half of days,Half of days,Several days,Several days,Several days,Not at all,,Several days,Not at all,Several days,,Not at all,12.01 AM to 2.00 AM,Within 15 minutes,7.01 AM to 9.00 AM,,5-7 hours,Not during last month,Not during last month,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,,Less then once a week,Farely good
2021-03-07 21:25:41.063,Yes,,Mobile Phone,Mobile data,2-5 years,Less than 1 per day,Less than 1 hour,Morning,Less than 500,All of them,Less than 5,For time pass,Get pleasure from funny posts/ memes,Yes,Yes,No,Always,All the times,No,Not trying,18.0,Male,,Muslim,Primary level,Unemployed including students,No income,Rural Area,With family,,1.6256,Smoker,Rarely,Never,Never,Never,,Sometimes,Sometimes,Sometimes,Not at all,Not at all,,Not at all,Not at all,Several days,Nearly everyday,Nearly everyday,,,Not at all,Half days,Not at all,Not at all,,Not at all,10.01 PM to 12.00 AM,16-30,5.01 AM to 7.00 AM,4-6 hours,5-7 hours,Not during last month,Less then once a week,Once or twice a week,Less then once a week,Once or twice a week,Not during last month,Not during last month,Three or more in week,Not during last month,Less then once a week,Not during last month,,Once or twice a week,Farely bad
2021-02-20 21:35:32.702,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),Less than 2-year,,Less than 1 hour,Frequently at anytime,Less than 500,Many of them,,,Updates of people,No,Yes,No,Sometimes,Most of the times,Yes,Not trying,25.0,Female,Unmarried,Muslim,Graduate Level,,No income,Urban Area,With family,77.0,,Non-smoker,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Sometimes,Rarely,Half of days,Half of days,Half of days,Several days,Several days,Several days,Half of days,Several days,Half of days,Half days,,Several days,Several days,Half days,Several days,Nearly everyday,2.01 AM to 5.00 AM,16-30,7.01 AM to 9.00 AM,4-6 hours,5-7 hours,Not during last month,Less then once a week,Less then once a week,Not during last month,Not during last month,Once or twice a week,Less then once a week,Three or more in week,Not during last month,,Once or twice a week,Not during last month,Less then once a week,Farely good
2021-03-06 13:42:47.899,Yes,Facebook,Mobile Phone,Mobile data,2-5 years,1-2 per day,,Afternoon,500-2000,Few of them,Less than 5,For time pass,Updates of current affairs/news,No,No,No,,Most of the times,Yes,Trying to reduce the use,19.0,Male,Married,Muslim,Primary level,Private job,"10,000-40,000 Tk",Rural Area,With family,77.0,1.6256,Non-smoker,Sometimes,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Often,Several days,Not at all,Several days,Nearly everyday,Several days,Not at all,Nearly everyday,Several days,Not at all,Not at all,Half days,Not at all,Not at all,Nearly everyday,,Half days,10.01 PM to 12.00 AM,16-30,5.01 AM to 7.00 AM,4-6 hours,8-10 hours,Not during last month,Less then once a week,Not during last month,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Farely good
2021-02-22 16:56:07.853,,Facebook,,Broadband (Wi-Fi),More than 10 years,More than 5 per day,1-3 hours,Frequently at anytime,Less than 500,Most of them,5-10,Running business,To stay connected with people,Yes,No,No,Not at all,Never,Yes,Trying to reduce the use,,Female,Married,Muslim,Graduate Level,Private job,"10,000-40,000 Tk",Urban Area,,70.0,1.5494,Non-smoker,Sometimes,Never,Sometimes,Rarely,Never,Never,Sometimes,Rarely,Several days,Not at all,Not at all,,Not at all,Not at all,Not at all,,Not at all,,Nearly everyday,Several days,Half days,Half days,Nearly everyday,Nearly everyday,12.01 AM to 2.00 AM,Within 15 minutes,5.01 AM to 7.00 AM,Less than 4 hours,5-7 hours,Less then once a week,Less then once a week,Not during last month,Not during last month,Once or twice a week,Less then once a week,Not during last month,Three or more in week,Once or twice a week,Not during last month,Once or twice a week,Less then once a week,Less then once a week,Very bad
2021-02-20 19:14:13.788,Yes,Facebook,Mobile Phone,Mobile data,Less than 2-year,1-2 per day,1-3 hours,Frequently at anytime,Less than 500,Most of them,More than 20,To stay connected with people,To stay connected with people,No,Yes,,Always,All the times,Yes,Trying to stop the use,35.0,,Married,Muslim,Secondary Level,Self-employed/Entrepreneur/Business,"10,000-40,000 Tk",Urban Area,With family,,1.5494,Non-smoker,Sometimes,Sometimes,Sometimes,Often,Often,Often,Never,,Half of days,Half of days,Several days,Half of days,Several days,Not at all,Not at all,Several days,Not at all,Several days,,Half days,Several days,Half days,Half days,Several days,10.01 PM to 12.00 AM,Within 15 minutes,5.01 AM to 7.00 AM,7-8 hours,,Not during last month,Once or twice a week,Once or twice a week,Less then once a week,,Three or more in week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Less then once a week,Not during last month,Less then once a week,Farely good
,Yes,Facebook,Mobile Phone,Broadband (Wi-Fi),Less than 2-year,3-5 per day,1-3 hours,Frequently at anytime,,,Less than 5,Running business,Motivational/ informative contents,,No,Yes,Sometimes,Never,Yes,Trying to reduce the use,23.0,,Unmarried,Muslim,Graduate Level,,No income,Urban Area,,70.0,1.5494,Non-smoker,Rarely,Never,Never,,Never,Sometimes,Rarely,Sometimes,Several days,Several days,Several days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several days,Several days,Several days,Not at all,Not at all,Not at all,Not at all,12.01 AM to 2.00 AM,,7.01 AM to 9.00 AM,7-8 hours,8-10 hours,Less then once a week,Once or twice a week,,Not during last month,,Not during last month,,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Not during last month,Farely good
,Yes,Facebook,Mobile Phone,Mobile data,More than 10 years,1-2 per day,1-3 hours,Frequently at anytime,500-2000,Most of them,10-20,,Get pleasure from funny posts/ memes,,No,,Sometimes,Most of the times,No,,29.0,Female,Married,,Masters or above,Private job,"40,000-70,000 Tk",Urban Area,With family,,1.5494,Non-smoker,Sometimes,Sometimes,Never,,Sometimes,Rarely,Often,Often,Several days,Nearly everyday,Half of days,Half of days,Not at all,Not at all,Not at all,,Several days,Nearly everyday,,Nearly everyday,,Half days,Nearly everyday,Several days,,16-30,After 9.00 AM,,8-10 hours,Three or more in week,,Three or more in week,Less then once a week,Once or twice a week,Not during last month,Once or twice a week,Three or more in week,Not during last month,Once or twice a week,Not during last month,Not during last month,Three or more in week,Farely bad
